"序号","标题","发布日期","来源网站","网址","来源栏目","证据类型","结构线索摘录","正文验证","正文验证说明","采集说明"
"74","裕民县人民政府2023年度第十一次常务会会议纪要","2023-09-28","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1738","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"75","裕民县人民政府2023年度第十次常务会会议纪要","2023-09-03","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1737","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"76","裕民县人民政府2023年度第九次常务会会议纪要","2023-08-30","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1736","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"77","裕民县人民政府2023年度第八次常务会会议纪要","2023-08-10","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1735","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"78","裕民县人民政府2023年度第七次常务会会议纪要","2023-07-13","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1734","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"79","裕民县人民政府2023年度第六次常务会会议纪要","2023-06-05","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1408","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"80","裕民县人民政府2023年度第五次常务会会议纪要","2023-05-20","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1387","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"81","裕民县人民政府2023年度第五次常务会会议纪要","2023-05-20","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1750","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"82","裕民县人民政府2023年度第四次常务会会议纪要","2023-05-15","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1382","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"83","裕民县人民政府2023年度第三次常务会会议纪要","2023-04-06","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1381","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"84","裕民县人民政府2023年度第一次常务会会议纪要","2023-02-09","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1379","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"85","裕民县人民政府2022年度第十八次常务会议纪要","2022-12-22","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1168","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"86","区政府第5次常务会议纪要","2022-06-30","常州市武进区人民政府网站","http://www.wj.gov.cn/html/czwj/2022/BJLFPPJH_0713/71485.html","https://www.changzhou.gov.cn/gova/wjk.php?click=m2_2&dept_id=0&keytype=title&keyword=%E4%BC%9A%E8%AE%AE%E7%BA%AA%E8%A6%81&page=1&sel_year=0&tc_id=0&tc_name=&website=wujin","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"87","裕民县人民政府2022年度第十二次常务会议纪要","2022-06-20","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1166","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"88","裕民县人民政府2022年度第十一次常务会议纪要","2022-05-27","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1006","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"89","裕民县人民政府2022年度第十次常务会议纪要","2022-05-10","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1002","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"90","裕民县人民政府2022年度第九次常务会议纪要","2022-04-25","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1005","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"91","裕民县人民政府2022年度第八次常务会议纪要","2022-04-18","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1004","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"92","裕民县人民政府2022年度第七次常务会议纪要","2022-03-25","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_1003","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"93","裕民县人民政府2022年度第六次常务会议纪要","2022-03-18","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_898","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"94","裕民县人民政府2022年度第五次常务会议纪要","2022-03-08","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_897","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"95","裕民县人民政府2022年度第四次常务会议纪要","2022-02-24","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_896","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"96","裕民县人民政府2022年度第三次常务会议纪要","2022-02-11","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_895","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"97","裕民县人民政府2022年度第二次常务会议纪要","2022-01-19","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_894","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"98","裕民县人民政府2022年度第一次常务会议纪要","2022-01-10","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_893","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"99","裕民县人民政府2021年度第二十次常务会议纪要","2021-12-21","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_834","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"100","裕民县人民政府2021年度第十八次常务会议纪要","2021-11-30","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_833","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"101","裕民县人民政府2021年度第十六次常务会议纪要","2021-10-18","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_832","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"102","裕民县人民政府2021年度第十五次常务会议纪要","2021-09-28","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_831","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"103","裕民县人民政府2021年度第十四次常务会议纪要","2021-08-20","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_734","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"104","裕民县人民政府2021年度第十三次常务会议纪要","2021-08-13","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_733","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"105","裕民县人民政府2021年度第十二次常务会议纪要","2021-07-19","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_732","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"106","裕民县人民政府2021年度第十一次常务会议纪要","2021-07-08","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_691","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"107","裕民县人民政府2021年度第十次常务会议纪要","2021-06-18","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_690","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"108","裕民县人民政府2021年度第九次常务会议纪要","2021-05-27","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_689","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"109","裕民县人民政府2021年度第七次常务会议纪要","2021-05-07","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_688","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"110","裕民县人民政府2021年度第六次常务会议纪要","2021-04-06","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_625","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"111","裕民县人民政府2021年度第四次常务会议纪要","2021-03-12","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_624","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"112","裕民县人民政府2021年度第三次常务会议纪要","2021-02-22","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_623","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
"113","裕民县人民政府2021年第一次常务会议纪要","2021-01-12","裕民县人民政府网站","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx/content_287","https://www.xjym.gov.cn/zwgk/fdzdgknr/zdhyxx","栏目链接标题含会议纪要","","访问错误","采集时页面访问失败，不作为正文结构样例。","二〇二六年七月二十五日公开资料采集整理"
